Store,Date,Weekly_Sales,Weekly_Sales_Real,Year,Month,Week,Quarter,DayOfWeek,Month_sin,Month_cos,Holiday_Flag,Peak_Season_Flag,Weekly_Sales_Real_lag1,Weekly_Sales_Real_lag2,Weekly_Sales_Real_lag4,Weekly_Sales_Real_rollmean4,Weekly_Sales_Real_rollmean8,Weekly_Sales_Real_rollstd8,Temperature_lag1,Fuel_Price_lag1,Unemployment_lag1,CPI_lag1,Temperature_roll8,Fuel_Price_roll8,Unemployment_roll8,Store_avg_to_date,Momentum_8w,Target
1,6/10/2011,1588948.32,1242097.5983002,2011,6,23,2,4,1.224646799e-16,-1,0,0,1276791.59463995,1143576.45182984,1249122.85484021,1195592.80698394,1203108.25926453,64220.358393657,83,3.699,7.682,215.2736553,73.11125,3.819625,7.682,1210028.48985619,1.029826153,1197923.54371813
1,6/17/2011,1532114.86,1197923.54371813,2011,6,24,2,4,1.224646799e-16,-1,0,0,1242097.5983002,1276791.59463995,1112880.32662574,1193836.49284893,1206123.57161013,65570.234727936,83.13,3.648,7.682,215.0435229,74.59375,3.80775,7.682,1210480.16743991,0.995569142,1124499.86788728
1,6/24/2011,1438830.15,1124499.86788728,2011,6,25,2,4,1.224646799e-16,-1,0,0,1197923.54371813,1242097.5983002,1143576.45182984,1215097.29712203,1203254.99583334,65334.392447010,86.41,3.637,7.682,214.9980596,76.27125,3.7865,7.682,1210305.76988822,0.935508150,1162845.49827918
1,7/1/2011,1488538.09,1162845.49827918,2011,7,26,3,4,-0.5,-0.866025404,0,0,1124499.86788728,1197923.54371813,1276791.59463995,1210328.15113639,1202020.38607326,66896.554083942,83.58,3.594,7.682,215.0910982,77.715,3.7595,7.682,1209130.34657314,0.978235599,1198505.87206562
1,7/8/2011,1534849.64,1198505.87206562,2011,7,27,3,4,-0.5,-0.866025404,0,0,1162845.49827918,1124499.86788728,1242097.5983002,1181841.6270462,1188717.21701507,62016.466727292,85.55,3.524,7.962,215.1841368,80.3325,3.71175,7.717,1208504.87565025,1.013629832,1135805.16347034
1,7/15/2011,1455119.97,1135805.16347034,2011,7,28,3,4,-0.5,-0.866025404,0,0,1198505.87206562,1162845.49827918,1197923.54371813,1170943.69548756,1182390.09416824,57382.192155316,85.83,3.48,7.962,215.2771754,81.60625,3.659375,7.752,1208371.55560245,0.958278593,1090072.43275588
1,7/22/2011,1396926.82,1090072.43275588,2011,7,29,3,4,-0.5,-0.866025404,0,0,1135805.16347034,1198505.87206562,1124499.86788728,1155414.10042561,1185255.69877382,53880.643625013,88.54,3.575,7.962,215.3611087,84.22,3.617875,7.787,1207416.73465335,0.924912872,1054886.38498661
1,7/29/2011,1352219.79,1054886.38498661,2011,7,30,3,4,-0.5,-0.866025404,0,0,1090072.43275588,1135805.16347034,1162845.49827918,1146807.24164276,1178567.69638957,62434.795471539,85.77,3.651,7.962,215.4222784,85.22625,3.601,7.822,1205892.78268065,0.916631303,1266845.838089
1,8/5/2011,1624383.75,1266845.838089,2011,8,31,3,4,-0.866025404,-0.5,0,0,1054886.38498661,1090072.43275588,1198505.87206562,1119817.46331961,1150829.54518291,61853.072614469,86.83,3.682,7.962,215.4834482,85.705,3.598875,7.857,1203956.80322304,1.097859871,1189114.38099336
1,8/12/2011,1525147.09,1189114.38099336,2011,8,32,3,4,-0.866025404,-0.5,0,0,1266845.838089,1054886.38498661,1135805.16347034,1136902.45482546,1153923.07515651,67436.723167750,91.65,3.684,7.962,215.544618,86.77,3.603375,7.892,1204752.86695552,1.031481402,1193140.19514044
1,8/19/2011,1530761.43,1193140.19514044,2011,8,33,3,4,-0.866025404,-0.5,0,0,1189114.38099336,1266845.838089,1090072.43275588,1150229.75920621,1152821.92981591,66683.332706153,90.76,3.638,7.962,215.6057878,87.31375,3.6035,7.927,1204557.38588099,1.027327510,1141305.79136991
1,8/26/2011,1464693.46,1141305.79136991,2011,8,34,3,4,-0.866025404,-0.5,0,0,1193140.19514044,1189114.38099336,1054886.38498661,1175996.69980235,1161401.97072255,66934.034196587,89.94,3.554,7.962,215.6693107,88.10875,3.5985,7.962,1204416.43290888,0.984980087,1207598.45356933
1,9/2/2011,1550229.22,1207598.45356933,2011,9,35,3,4,-1,-1.836970199e-16,0,0,1141305.79136991,1193140.19514044,1266845.838089,1197601.55139818,1158709.50735889,67299.896325391,87.96,3.523,7.962,215.7332258,88.41,3.598375,7.962,1203646.7909389,1.041171302,1199641.86505951
1,9/9/2011,1540471.24,1199641.86505951,2011,9,36,3,4,-1,-1.836970199e-16,1,0,1207598.45356933,1141305.79136991,1189114.38099336,1182789.70526826,1159846.08004686,68139.537878171,87.83,3.533,7.962,215.7971409,88.66,3.605,7.962,1203694.40133203,1.027243961,1178247.20638997
1,9/16/2011,1514259.78,1178247.20638997,2011,9,37,3,4,-1,-1.836970199e-16,0,0,1199641.86505951,1207598.45356933,1193140.19514044,1185421.5762848,1167825.6677455,68657.872956072,76,3.546,7.962,215.861056,87.0925,3.601375,7.962,1203646.1568526,0.999490767,1072133.94259695
1,9/23/2011,1380020.27,1072133.94259695,2011,9,38,3,4,-1,-1.836970199e-16,0,0,1178247.20638997,1199641.86505951,1141305.79136991,1181698.32909718,1178847.51444976,61048.597398366,79.94,3.526,7.962,216.0410526,86.36375,3.58575,7.962,1203347.34567069,0.907816090,1081757.56903074
1,9/30/2011,1394561.83,1081757.56903074,2011,9,39,3,4,-1,-1.836970199e-16,0,0,1072133.94259695,1178247.20638997,1207598.45356933,1164405.36690394,1181003.45915106,56153.817742644,75.8,3.467,7.962,216.3758246,84.985,3.558875,7.962,1201821.60842564,0.934267210,1263202.79601421
1,10/7/2011,1630989.95,1263202.79601421,2011,10,40,4,4,-0.866025404,0.5,0,0,1081757.56903074,1072133.94259695,1199641.86505951,1132945.14576929,1157867.42551878,53813.677225477,79.69,3.355,7.962,216.7105965,83.49,3.51775,7.962,1200441.56199582,1.082316832,1155087.54748429
1,10/14/2011,1493525.93,1155087.54748429,2011,10,41,4,4,-0.866025404,0.5,0,0,1263202.79601421,1081757.56903074,1178247.20638997,1148835.37850797,1167128.47739638,65142.058381922,69.31,3.285,7.866,217.0453684,80.80875,3.473625,7.95,1201154.75783693,0.993733203,1161218.06115472
1,10/21/2011,1502562.78,1161218.06115472,2011,10,42,4,4,-0.866025404,0.5,0,0,1155087.54748429,1263202.79601421,1072133.94259695,1143045.46378155,1162371.89643936,64355.917061273,71.74,3.274,7.866,217.3552733,78.53375,3.438625,7.938,1200637.14873185,0.996872700,1116100.02396006
1,10/28/2011,1445249.09,1116100.02396006,2011,10,43,4,4,-0.866025404,0.5,0,0,1161218.06115472,1155087.54748429,1081757.56903074,1165316.49342099,1164860.93016246,63807.496948301,63.71,3.353,7.866,217.5159762,75.5025,3.417375,7.926,1200199.15886988,0.967641028,1309726.15175194
1,11/4/2011,1697229.58,1309726.15175194,2011,11,44,4,4,-0.5,0.866025404,0,1,1116100.02396006,1161218.06115472,1263202.79601421,1173902.10715332,1153423.6264613,63250.535183234,66.57,3.372,7.866,217.6766791,72.845,3.39725,7.914,1199274.99255219,1.122124678,1229882.67964083
1,11/11/2011,1594938.89,1229882.67964083,2011,11,45,4,4,-0.5,0.866025404,0,1,1309726.15175194,1116100.02396006,1155087.54748429,1185532.94608775,1167184.16229786,83481.346477431,54.98,3.332,7.866,217.837382,70.2175,3.3705,7.902,1200475.54863045,1.047922830,1185910.31614458
1,11/18/2011,1539483.7,1185910.31614458,2011,11,46,4,4,-0.5,0.866025404,0,1,1229882.67964083,1309726.15175194,1161218.06115472,1204231.72912689,1173638.59645422,86403.853946774,59.11,3.297,7.866,217.9980849,67.61375,3.341875,7.89,1200791.75434024,0.998358118,1425705.75438106
1,11/25/2011,2033320.66,1564555.99054998,2011,11,47,4,4,-0.5,0.866025404,1,1,1185910.31614458,1229882.67964083,1116100.02396006,1210404.79287435,1187860.64314767,76053.223177923,62.25,3.308,7.866,218.2205088,65.92,3.322,7.878,1200633.44116794,1.253439270,1217509.81309481
1,12/2/2011,1584083.95,1217509.81309481,2011,12,48,4,4,-2.449293598e-16,1,0,1,1564555.99054998,1185910.31614458,1309726.15175194,1322518.78452183,1248210.44583757,142424.607740405,60.14,3.236,7.866,218.4676211,63.47625,3.307125,7.866,1204464.20484565,0.979888102,1381655.39026482
1,12/9/2011,1799682.38,1381655.39026482,2011,12,49,4,4,-2.449293598e-16,1,0,1,1217509.81309481,1564555.99054998,1229882.67964083,1299464.69985755,1242498.82297265,142653.506006204,48.91,3.172,7.866,218.7147333,60.92625,3.293,7.866,1204600.09659824,1.087215817,1425705.75438106
1,12/16/2011,1881176.67,1442786.46929041,2011,12,50,4,4,-2.449293598e-16,1,0,1,1381655.39026482,1217509.81309481,1185910.31614458,1337407.87751355,1270819.80332022,145286.591233767,43.93,3.158,7.866,218.9618456,57.45,3.2785,7.866,1206425.40890408,1.104723549,1425705.75438106
1,12/23/2011,2270188.99,1739728.19742407,2011,12,51,4,4,-2.449293598e-16,1,0,1,1442786.46929041,1381655.39026482,1564555.99054998,1401626.91580001,1306015.85433718,149000.120521513,51.63,3.159,7.866,219.1794533,55.94,3.25425,7.866,1208837.25645905,1.257056859,1146628.17340629
1,12/30/2011,1497462.72,1146628.17340629,2011,12,52,4,4,-2.449293598e-16,1,1,1,1739728.19742407,1442786.46929041,1217509.81309481,1445419.96751853,1383969.37602018,192291.301706481,47.96,3.112,7.866,219.3577216,53.61375,3.22175,7.866,1214199.79121627,0.840894105,1186176.75434411
1,1/6/2012,1550369.92,1186176.75434411,2012,1,1,1,4,0.5,0.866025404,0,0,1146628.17340629,1739728.19742407,1381655.39026482,1427699.5575964,1363582.12872697,209190.714173427,44.55,3.129,7.866,219.5359898,52.31,3.196375,7.866,1213524.07503817,0.873396847,1115824.90366555
1,1/13/2012,1459601.17,1115824.90366555,2012,1,2,1,4,0.5,0.866025404,0,0,1186176.75434411,1146628.17340629,1442786.46929041,1378829.89861622,1358118.88806488,213703.276417309,49.01,3.157,7.348,219.7142581,51.0475,3.178875,7.80125,1213253.30948674,0.826930087,1065524.25923992
1,1/20/2012,1394393.84,1065524.25923992,2012,1,3,1,4,0.5,0.866025404,0,0,1115824.90366555,1186176.75434411,1739728.19742407,1297089.50721001,1349358.21150501,223005.515454992,48.53,3.261,7.348,219.8925263,49.3325,3.173,7.7365,1212298.12903752,0.827926529,1007734.18143958
1,1/27/2012,1319325.59,1007734.18143958,2012,1,4,1,4,0.5,0.866025404,0,0,1065524.25923992,1115824.90366555,1146628.17340629,1128538.52266397,1286979.24509125,224003.43243836,54.11,3.268,7.348,219.9856893,48.57875,3.177,7.67175,1210873.14001036,0.799308629,1249348.65110159
1,2/3/2012,1636339.65,1249348.65110159,2012,2,5,1,4,0.866025404,0.5,0,0,1007734.18143958,1065524.25923992,1186176.75434411,1093815.02467229,1260757.29113434,244626.199054378,54.26,3.29,7.348,220.0788523,49.2475,3.19175,7.607,1208919.88079333,1.004122829,1375613.11079006
1,2/10/2012,1802477.43,1375613.11079006,2012,2,6,1,4,0.866025404,0.5,1,0,1249348.65110159,1007734.18143958,1115824.90366555,1109607.99886166,1244218.94873894,239708.010887973,56.55,3.36,7.348,220.1720153,50.825,3.217,7.54225,1209304.91670103,1.113115643,1387874.95193441
1,2/17/2012,1819870,1387874.95193441,2012,2,7,1,4,0.866025404,0.5,0,0,1375613.11079006,1249348.65110159,1065524.25923992,1174555.05064279,1235822.2789264,232836.805656638,48.02,3.409,7.348,220.2651783,50.37375,3.24825,7.4775,1210873.86192828,1.164480321,1172849.30270842
1,2/24/2012,1539387.83,1172849.30270842,2012,2,8,1,4,0.866025404,0.5,0,0,1387874.95193441,1375613.11079006,1007734.18143958,1255142.72381641,1191840.62324019,137951.647251286,45.32,3.51,7.348,220.4257586,50.04375,3.298,7.41275,1212528.07772273,0.981366730,1285166.62751297
1,3/2/2012,1688420.76,1285166.62751297,2012,3,9,1,4,1,6.123233996e-17,0,0,1172849.30270842,1387874.95193441,1249348.65110159,1296421.50413362,1195118.26440295,137032.404946643,57.25,3.555,7.348,220.636902,51.63125,3.35125,7.348,1212160.68165778,1.064327241,1274061.32472795
1,3/9/2012,1675431.16,1274061.32472795,2012,3,10,1,4,1,6.123233996e-17,0,0,1285166.62751297,1172849.30270842,1375613.11079006,1305375.99823646,1207491.99854906,140534.206695705,60.96,3.63,7.348,220.8480454,53.125,3.410375,7.348,1212830.46097756,1.038125037,1274733.74354847
1,3/16/2012,1677472.78,1274733.74354847,2012,3,11,1,4,1,6.123233996e-17,0,0,1274061.32472795,1285166.62751297,1387874.95193441,1279988.05172094,1227271.55118186,136877.325705401,58.76,3.669,7.348,221.0591887,54.40375,3.461375,7.348,1213387.10519347,1.017002250,1147893.4995145
1,3/23/2012,1511068.07,1147893.4995145,2012,3,12,1,4,1,6.123233996e-17,0,0,1274733.74354847,1274061.32472795,1172849.30270842,1251702.74962445,1253422.73672043,120574.347697622,64.74,3.734,7.348,221.2118132,55.7325,3.519625,7.348,1213939.77761108,0.903182766,1252711.46312061
1,3/30/2012,1649604.63,1252711.46312061,2012,3,13,1,4,1,6.123233996e-17,0,0,1147893.4995145,1274733.74354847,1285166.62751297,1245463.79882597,1270942.6514798,84587.391548468,65.93,3.787,7.348,221.2864126,57.19125,3.58175,7.348,1213350.0786995,0.985329493,1425705.75438106
1,4/6/2012,1899676.88,1442130.58638815,2012,4,14,2,4,0.866025404,-0.5,0,0,1252711.46312061,1147893.4995145,1274061.32472795,1237350.00772788,1271363.00298217,84473.029910978,67.61,3.845,7.348,221.3610119,58.57375,3.642375,7.348,1213698.40953509,1.126948294,1230183.99939204
1,4/13/2012,1621031.7,1230183.99939204,2012,4,15,2,4,0.866025404,-0.5,0,0,1442130.58638815,1252711.46312061,1274733.74354847,1279367.32314293,1279677.68743193,98336.347168245,70.43,3.891,7.143,221.4356112,61.375,3.702625,7.322375,1215702.20056012,0.976362607,1154428.81323846
1,4/20/2012,1521577.87,1154428.81323846,2012,4,16,2,4,0.866025404,-0.5,0,0,1230183.99939204,1442130.58638815,1147893.4995145,1268229.88710383,1259966.31836414,88901.978739439,69.07,3.891,7.143,221.5102105,64.34375,3.75025,7.29675,1215828.12924561,0.917915307,1114212.50227974
1,4/27/2012,1468928.37,1114212.50227974,2012,4,17,2,4,0.866025404,-0.5,0,0,1154428.81323846,1230183.99939204,1252711.46312061,1269863.71553482,1257663.75718039,91675.911335116,66.76,3.877,7.143,221.5640737,65.5325,3.7905,7.271125,1215298.82479727,0.901251692,1277432.72402388
1,5/4/2012,1684519.99,1277432.72402388,2012,5,18,2,4,0.5,-0.866025404,0,0,1114212.50227974,1154428.81323846,1442130.58638815,1235238.9753246,1236294.49152624,103509.833606784,67.23,3.814,7.143,221.6179368,66.31625,3.8135,7.2455,1214434.83913473,1.032923331,1221455.88510105
1,5/11/2012,1611096.05,1221455.88510105,2012,5,19,2,4,0.5,-0.866025404,0,0,1277432.72402388,1114212.50227974,1230183.99939204,1194064.50973353,1236715.91643823,103692.263979542,75.55,3.749,7.143,221.6718,68.415,3.8235,7.219875,1214968.71951515,0.993008206,1209843.56609203
1,5/18/2012,1595901.87,1209843.56609203,2012,5,20,2,4,0.5,-0.866025404,0,0,1221455.88510105,1277432.72402388,1154428.81323846,1191882.48116078,1230056.1841323,102606.945161452,73.77,3.688,7.143,221.7256632,69.54375,3.81775,7.19425,1215023.23351167,0.977414463,1179161.04504146
1,5/25/2012,1555444.55,1179161.04504146,2012,5,21,2,4,0.5,-0.866025404,0,0,1209843.56609203,1221455.88510105,1114212.50227974,1205736.16937417,1237799.94245449,97742.674704242,70.33,3.63,7.143,221.742674,70.09375,3.798125,7.168625,1214980.0696165,0.959755129,1231481.42618419
1,6/1/2012,1624477.58,1231481.42618419,2012,6,22,2,4,1.224646799e-16,-1,0,0,1179161.04504146,1209843.56609203,1277432.72402388,1221973.30506461,1228606.1401946,99581.533033893,77.22,3.561,7.143,221.744944,71.295,3.762625,7.143,1214684.04462002,1.024292638,1286621.02385635
1,6/8/2012,1697230.96,1286621.02385635,2012,6,23,2,4,1.224646799e-16,-1,0,0,1231481.42618419,1179161.04504146,1221455.88510105,1210485.48060468,1202274.99516911,51108.171851605,77.95,3.501,7.143,221.7472139,72.235,3.713875,7.143,1214821.72807546,1.063912600,1236042.00893304
1,6/15/2012,1630607,1236042.00893304,2012,6,24,2,4,1.224646799e-16,-1,0,0,1286621.02385635,1231481.42618419,1209843.56609203,1226776.76529351,1209329.62322714,58823.603659449,78.3,3.452,7.143,221.7494839,73.38875,3.659,7.143,1215405.4621875,1.013538592,1157935.54688506
1,6/22/2012,1527845.81,1157935.54688506,2012,6,25,2,4,1.224646799e-16,-1,0,0,1236042.00893304,1286621.02385635,1179161.04504146,1233326.37600376,1219531.27268897,54887.388391583,79.35,3.393,7.143,221.7626421,74.9625,3.5985,7.143,1215571.88595158,0.945256090,1167254.00327404
1,6/29/2012,1540421.49,1167254.00327404,2012,6,26,2,4,1.224646799e-16,-1,0,0,1157935.54688506,1236042.00893304,1231481.42618419,1228020.00146466,1224996.65326463,43999.033738161,78.39,3.346,7.143,221.8030211,76.3575,3.54,7.143,1215110.79523904,0.963697633,1340862.49472205
1,7/6/2012,1769854.16,1340862.49472205,2012,7,27,3,4,-0.5,-0.866025404,0,0,1167254.00327404,1157935.54688506,1286621.02385635,1211963.14573712,1211224.3131709,42457.807774730,84.88,3.286,7.143,221.8434,77.52375,3.482125,7.143,1214730.9794298,1.093554901,1156673.44622772
1,7/13/2012,1527014.04,1156673.44622772,2012,7,28,3,4,-0.5,-0.866025404,0,0,1340862.49472205,1167254.00327404,1236042.00893304,1225523.51345355,1226150.13937353,62721.366644562,81.57,3.227,6.908,221.8837789,78.49875,3.4245,7.113625,1215724.14096753,0.948478697,1134617.98773949
1,7/20/2012,1497954.76,1134617.98773949,2012,7,29,3,4,-0.5,-0.866025404,0,0,1156673.44622772,1340862.49472205,1157935.54688506,1205681.37277722,1219503.87439049,67342.952424591,77.12,3.256,6.908,221.9241579,79.3475,3.37775,7.08425,1215262.80741488,0.934660472,1090014.63216931
1,7/27/2012,1439123.71,1090014.63216931,2012,7,30,3,4,-0.5,-0.866025404,0,0,1134617.98773949,1156673.44622772,1167254.00327404,1199851.98299083,1213935.99222774,72777.127556123,80.42,3.311,6.908,221.9327267,79.7475,3.3465,7.054875,1214637.65377398,0.911190992,1235399.86463587
1,8/3/2012,1631135.79,1235399.86463587,2012,8,31,3,4,-0.866025404,-0.5,0,0,1090014.63216931,1134617.98773949,1340862.49472205,1180542.14021464,1196252.64297588,84195.882633592,82.66,3.407,6.908,221.9412954,80.33625,3.33475,7.0255,1213679.01514626,1.038282024,1206022.89968717
1,8/10/2012,1592409.97,1206022.89968717,2012,8,32,3,4,-0.866025404,-0.5,0,0,1235399.86463587,1090014.63216931,1156673.44622772,1154176.4826931,1189849.99807332,78066.579985018,86.11,3.417,6.908,221.9498642,81.3125,3.330375,6.996125,1213844.82315763,1.016799031,1209720.71786575
1,8/17/2012,1597868.05,1209720.71786575,2012,8,33,3,4,-0.866025404,-0.5,0,0,1206022.89968717,1235399.86463587,1134617.98773949,1166513.84605796,1186097.60941759,76228.935158937,85.05,3.494,6.908,221.9584329,82.025,3.343,6.96675,1213785.56616164,1.014380666,1130496.62091723
1,8/24/2012,1494122.38,1130496.62091723,2012,8,34,3,4,-0.866025404,-0.5,0,0,1209720.71786575,1206022.89968717,1090014.63216931,1185289.52858952,1192570.75579017,75692.696744550,84.85,3.571,6.908,222.0384109,82.8325,3.371125,6.937375,1213755.0033925,0.951615640,1196331.45095655
1,8/31/2012,1582083.4,1196331.45095655,2012,8,35,3,4,-0.866025404,-0.5,0,0,1130496.62091723,1209720.71786575,1235399.86463587,1195410.02577651,1187976.08299557,78512.112351064,77.66,3.62,6.908,222.1719457,81.93,3.412875,6.908,1213133.67217999,1.022584434,1255832.06820246
1,9/7/2012,1661767.33,1255832.06820246,2012,9,36,3,4,-1,-1.836970199e-16,1,0,1196331.45095655,1130496.62091723,1206022.89968717,1185642.92235668,1169909.70252489,49617.777570796,80.49,3.638,6.908,222.3054805,81.795,3.46425,6.908,1213009.21128204,1.062190016,1146015.73464237
1,9/14/2012,1517428.87,1146015.73464237,2012,9,37,3,4,-1,-1.836970199e-16,0,0,1255832.06820246,1196331.45095655,1209720.71786575,1198095.2144855,1182304.53027173,57584.555669193,83.96,3.73,6.908,222.4390153,82.65,3.5235,6.908,1213324.08522999,0.968140084,1136459.21705383
1,9/21/2012,1506126.06,1136459.21705383,2012,9,38,3,4,-1,-1.836970199e-16,0,0,1146015.73464237,1255832.06820246,1130496.62091723,1182168.96867965,1183729.24863459,56364.247953533,74.97,3.717,6.908,222.5820193,81.96875,3.57425,6.908,1212832.78340088,0.955381210,1083372.61468432
1,9/28/2012,1437059.26,1083372.61468432,2012,9,39,3,4,-1,-1.836970199e-16,0,0,1136459.21705383,1146015.73464237,1196331.45095655,1183659.6177138,1189534.82174515,46935.956738709,69.87,3.721,6.908,222.7818386,80.37,3.6135,6.908,1212279.35176068,0.925539119,1258447.16867902
1,10/5/2012,1670785.97,1258447.16867902,2012,10,40,4,4,-0.866025404,0.5,0,0,1083372.61468432,1136459.21705383,1255832.06820246,1155419.90864574,1170531.41550121,55675.930555477,76.08,3.666,6.908,222.9816579,79.11625,3.644625,6.908,1211351.96516301,1.069122245,1183789.09046522
1,10/12/2012,1573072.81,1183789.09046522,2012,10,41,4,4,-0.866025404,0.5,0,0,1258447.16867902,1083372.61468432,1146015.73464237,1156073.68376489,1177084.44912519,63047.216900410,68.55,3.617,6.573,223.1814772,77.05375,3.66,6.866125,1211688.35947384,1.008473105,1134645.74775367
